centroide_lon,centroide_lat,populacao_estimada,tempo_minutos
-46.556397475488076,-23.54300339414184,1002.3744075829384,8.448333333333332
-46.55660626145991,-23.54139832000759,1002.3744075829384,8.936666666666667
-46.556854363142016,-23.53942547284585,1002.3744075829384,9.688333333333333
-46.557059257076304,-23.5375733002933,1002.3744075829384,9.503333333333334
-46.55427105203868,-23.550805357733864,1002.3744075829384,9.28
-46.55446846991344,-23.549322159816313,1002.3744075829384,9.583333333333334
-46.554710076712766,-23.547408502371276,1002.3744075829384,8.871666666666666
-46.55497859590701,-23.54543355105992,1002.3744075829384,8.963333333333333
-46.55517967932916,-23.543485577558894,1002.3744075829384,8.025
-46.5551874,-23.541492503801983,1002.3744075829384,8.983333333333333
-46.55518740000001,-23.539492503801625,1002.3744075829384,9.591666666666667
-46.5551858528393,-23.537494167587063,1002.3744075829384,9.871666666666666
-46.554780767785466,-23.536368731242828,1002.3744075829384,9.221666666666666
-46.55300300847261,-23.555190990531017,1002.3744075829384,8.691666666666666
-46.55303191642595,-23.55350359362825,1002.3744075829384,8.465
-46.5531519731168,-23.551467219379862,1002.3744075829384,8.936666666666667
-46.55318739999999,-23.54949250380343,1002.3744075829384,8.956666666666667
-46.55318739999999,-23.54749250380307,1002.3744075829384,8.708333333333334
-46.55318739999999,-23.545492503802706,1002.3744075829384,8.591666666666667
-46.55318739999999,-23.543492503802344,1002.3744075829384,7.8566666666666665
-46.553187399999985,-23.541492503801983,1002.3744075829384,9.236666666666668
-46.55318739999999,-23.539492503801625,1002.3744075829384,8.328333333333333
-46.55318739999999,-23.537492503801257,1002.3744075829384,9.891666666666667
-46.553067607491954,-23.536192775426645,1002.3744075829384,9.045
-46.55171940275004,-23.55490513478209,1002.3744075829384,8.258333333333333
-46.55119294816385,-23.553485734679324,1002.3744075829384,8.156666666666666
-46.551187399999996,-23.551492503803793,1002.3744075829384,7.968333333333334
-46.551187399999996,-23.549492503803428,1002.3744075829384,8.158333333333333
-46.551187399999975,-23.54749250380307,1002.3744075829384,8.241666666666667
-46.55118739999999,-23.545492503802706,1002.3744075829384,8.455
-46.551187399999975,-23.543492503802344,1002.3744075829384,7.928333333333333
-46.55118739999999,-23.541492503801983,1002.3744075829384,7.985
-46.551187399999975,-23.539492503801625,1002.3744075829384,8.853333333333333
-46.55118739999999,-23.53749250380126,1002.3744075829384,9.511666666666667
-46.551117702918575,-23.53599141168774,1002.3744075829384,9.793333333333333
-46.54881544364358,-23.555005079577818,1002.3744075829384,6.908333333333333
-46.54918382680724,-23.553488441587646,1002.3744075829384,7.194999999999999
-46.54918739999999,-23.551492503803793,1002.3744075829384,7.193333333333333
-46.54918739999999,-23.549492503803428,1002.3744075829384,7.39
-46.54918739999999,-23.54749250380307,1002.3744075829384,7.716666666666667
-46.54918739999998,-23.545492503802706,1002.3744075829384,7.7733333333333325
-46.54918739999998,-23.543492503802344,1002.3744075829384,7.125
-46.54918739999999,-23.541492503801983,1002.3744075829384,7.7716666666666665
-46.54918739999998,-23.539492503801625,1002.3744075829384,9.004999999999999
-46.54918739999999,-23.53749250380126,1002.3744075829384,8.575
-46.54914003023196,-23.535788590974597,1002.3744075829384,8.411666666666667
-46.54720684884595,-23.554942495430645,1002.3744075829384,6.0183333333333335
-46.54718739999999,-23.553492503804154,1002.3744075829384,5.818333333333333
-46.54718739999998,-23.551492503803793,1002.3744075829384,6.035
-46.54718739999999,-23.54949250380343,1002.3744075829384,6.64
-46.54718739999999,-23.54749250380307,1002.3744075829384,6.986666666666666
-46.54718739999998,-23.545492503802713,1002.3744075829384,6.97
-46.54718739999999,-23.543492503802344,1002.3744075829384,6.78
-46.5471874,-23.541492503801983,1002.3744075829384,7.413333333333333
-46.54718739999998,-23.539492503801622,1002.3744075829384,8.33
-46.54752177415859,-23.537769664950044,1002.3744075829384,7.941666666666666
-46.54804400883674,-23.53600765637481,1002.3744075829384,8.213333333333333
-46.544396623861594,-23.557043169011425,1002.3744075829384,5.378333333333333
-46.54499383525931,-23.555274647363113,1002.3744075829384,5.131666666666666
-46.54518739999998,-23.553492503804154,1002.3744075829384,5.47
-46.54518739999999,-23.551492503803793,1002.3744075829384,5.0600000000000005
-46.54518739999998,-23.54949250380343,1002.3744075829384,5.683333333333334
-46.54518739999998,-23.54749250380307,1002.3744075829384,6.306666666666667
-46.54518739999999,-23.545492503802713,1002.3744075829384,6.39
-46.54518739999998,-23.543492503802344,1002.3744075829384,6.765
-46.54518739999999,-23.541492503801983,1002.3744075829384,7.1483333333333325
-46.545258395598616,-23.539591411959893,1002.3744075829384,7.743333333333334
-46.54597253837422,-23.538410008810764,1002.3744075829384,7.758333333333334
-46.54288831412643,-23.560642507723188,1002.3744075829384,6.16
-46.54294885121678,-23.55940974917799,1002.3744075829384,5.733333333333333
-46.543181870029024,-23.557487389926347,1002.3744075829384,6.145
-46.54318739999998,-23.55549250380452,1002.3744075829384,5.618333333333334
-46.54318739999998,-23.553492503804154,1002.3744075829384,4.85
-46.54318739999998,-23.551492503803793,1002.3744075829384,4.431666666666667
-46.54318739999998,-23.549492503803428,1002.3744075829384,4.998333333333333
-46.54318739999997,-23.54749250380307,1002.3744075829384,5.696666666666667
-46.54318739999998,-23.545492503802706,1002.3744075829384,5.943333333333333
-46.54318739999998,-23.543492503802344,1002.3744075829384,7.04
-46.54318739999999,-23.541492503801983,1002.3744075829384,7.158333333333333
-46.54332770106946,-23.539993708542596,1002.3744075829384,7.288333333333333
-46.54044439253369,-23.56102345149112,1002.3744075829384,5.426666666666667
-46.54118121991167,-23.559445177412396,1002.3744075829384,5.536666666666666
-46.541187399999984,-23.557492503804877,1002.3744075829384,5.2266666666666675
-46.541187399999984,-23.55549250380452,1002.3744075829384,4.91
-46.541187399999984,-23.553492503804154,1002.3744075829384,4.193333333333333
-46.541187399999984,-23.551492503803793,1002.3744075829384,4.655
-46.541187399999984,-23.54949250380343,1002.3744075829384,5.5600000000000005
-46.54118739999997,-23.54749250380307,1002.3744075829384,5.260000000000001
-46.541187399999984,-23.545492503802713,1002.3744075829384,6.441666666666666
-46.541187399999984,-23.543492503802344,1002.3744075829384,6.375
-46.5412029913018,-23.54151056717796,1002.3744075829384,6.668333333333334
-46.541728787953886,-23.540310672059945,1002.3744075829384,7.256666666666666
-46.53917530373321,-23.561122591092143,1002.3744075829384,4.153333333333333
-46.53918739999996,-23.559492503805235,1002.3744075829384,3.421666666666667
-46.539187399999975,-23.557492503804877,1002.3744075829384,4.3966666666666665
-46.539187399999975,-23.55549250380452,1002.3744075829384,4.115
-46.53918739999996,-23.553492503804154,1002.3744075829384,3.6366666666666663
-46.539187399999975,-23.551492503803793,1002.3744075829384,4.819999999999999
-46.539187399999975,-23.549492503803428,1002.3744075829384,5.54
-46.53918739999996,-23.54749250380307,1002.3744075829384,5.201666666666667
-46.539187399999975,-23.545492503802706,1002.3744075829384,5.9
-46.539187399999975,-23.543492503802344,1002.3744075829384,6.428333333333333
-46.5392399354707,-23.541765136502224,1002.3744075829384,6.38
-46.53725889785152,-23.561258462152203,1002.3744075829384,3.6683333333333334
-46.53718739999997,-23.559492503805235,1002.3744075829384,3.1633333333333336
-46.537187399999986,-23.557492503804877,1002.3744075829384,3.1516666666666664
-46.53718739999997,-23.55549250380452,1002.3744075829384,3.478333333333333
-46.537187399999965,-23.553492503804154,1002.3744075829384,3.855
-46.537187399999986,-23.551492503803793,1002.3744075829384,4.681666666666667
-46.53718739999997,-23.549492503803428,1002.3744075829384,5.025
-46.53718739999997,-23.54749250380307,1002.3744075829384,5.510000000000001
-46.537187399999965,-23.545492503802706,1002.3744075829384,5.746666666666667
-46.53718739999997,-23.543492503802344,1002.3744075829384,5.886666666666667
-46.53718900916624,-23.541808935727495,1002.3744075829384,6.8566666666666665
-46.535176777730854,-23.56107139429778,1002.3744075829384,1.8966666666666667
-46.53518739999998,-23.559492503805238,1002.3744075829384,1.855
-46.53518739999997,-23.557492503804877,1002.3744075829384,3.078333333333333
-46.53518739999998,-23.55549250380452,1002.3744075829384,2.8400000000000003
-46.53518739999998,-23.553492503804154,1002.3744075829384,4.028333333333333
-46.53518739999997,-23.551492503803793,1002.3744075829384,4.638333333333334
-46.53518739999998,-23.54949250380343,1002.3744075829384,4.721666666666667
-46.53518739999997,-23.54749250380307,1002.3744075829384,5.473333333333333
-46.53518739999997,-23.545492503802713,1002.3744075829384,6.081666666666666
-46.53518739999997,-23.543492503802344,1002.3744075829384,6.576666666666667
-46.53540161205664,-23.54198580489783,1002.3744075829384,6.4783333333333335
-46.532315515899946,-23.566663226997136,1002.3744075829384,2.5366666666666666
-46.53233899349129,-23.566133924677946,1002.3744075829384,2.265
-46.53247822121209,-23.562646794393437,1002.3744075829384,1.385
-46.533131189798304,-23.561420029307577,1002.3744075829384,1.1933333333333331
-46.533187399999974,-23.559492503805238,1002.3744075829384,0.8049999999999999
-46.53318739999997,-23.557492503804877,1002.3744075829384,1.6666666666666667
-46.53318739999995,-23.55549250380452,1002.3744075829384,2.5366666666666666
-46.53318739999997,-23.553492503804154,1002.3744075829384,3.615
-46.53318739999995,-23.551492503803793,1002.3744075829384,4.41
-46.53318739999997,-23.54949250380343,1002.3744075829384,4.54
-46.53318739999995,-23.54749250380307,1002.3744075829384,5.739999999999999
-46.533187399999974,-23.545492503802713,1002.3744075829384,6.171666666666667
-46.53329025245495,-23.543668844832947,1002.3744075829384,6.37
-46.53408986257929,-23.54242109153132,1002.3744075829384,6.223333333333333
-46.53079494905888,-23.56905145119722,1002.3744075829384,2.9066666666666667
-46.53107224763054,-23.56742156500299,1002.3744075829384,7.628333333333333
-46.53111683598155,-23.56555109692339,1002.3744075829384,7.215
-46.53095468877302,-23.56337154393607,1002.3744075829384,1.7716666666666667
-46.531187399999965,-23.5614925038056,1002.3744075829384,0.66
-46.531187399999965,-23.559492503805235,1002.3744075829384,0.5700000000000001
-46.53118739999997,-23.557492503804877,1002.3744075829384,1.5666666666666667
-46.531187399999965,-23.55549250380452,1002.3744075829384,2.5533333333333332
-46.531187399999965,-23.553492503804154,1002.3744075829384,3.24
-46.531187399999965,-23.551492503803793,1002.3744075829384,3.703333333333333
-46.531187399999965,-23.549492503803428,1002.3744075829384,5.04
-46.531187399999965,-23.54749250380307,1002.3744075829384,5.881666666666666
-46.531187399999965,-23.545492503802706,1002.3744075829384,5.543333333333334
-46.53140997259158,-23.54410764731967,1002.3744075829384,5.663333333333333
-46.52931673036599,-23.56928072785928,1002.3744075829384,3.8316666666666666
-46.52918739999997,-23.56749250380668,1002.3744075829384,4.133333333333334
-46.529187399999955,-23.565492503806322,1002.3744075829384,6.8116666666666665
-46.52918739999997,-23.563492503805964,1002.3744075829384,1.6983333333333335
-46.529187399999955,-23.5614925038056,1002.3744075829384,1.2266666666666666
-46.52918739999997,-23.559492503805238,1002.3744075829384,1.5183333333333333
-46.52918739999997,-23.557492503804877,1002.3744075829384,2.0366666666666666
-46.52918739999997,-23.55549250380452,1002.3744075829384,2.7216666666666667
-46.529187399999955,-23.553492503804154,1002.3744075829384,3.5616666666666665
-46.52918739999997,-23.551492503803793,1002.3744075829384,3.73
-46.52918739999997,-23.54949250380343,1002.3744075829384,4.861666666666666
-46.52918739999998,-23.54749250380307,1002.3744075829384,5.511666666666667
-46.52938479220436,-23.545687796712418,1002.3744075829384,5.761666666666667
-46.53003862069708,-23.544415864192338,1002.3744075829384,5.4366666666666665
-46.528006548739,-23.568740324311932,1002.3744075829384,4.033333333333333
-46.52763148716017,-23.56732254735555,1002.3744075829384,4.251666666666667
-46.527202064193126,-23.565477828290227,1002.3744075829384,5.161666666666666
-46.52718739999996,-23.563492503805968,1002.3744075829384,5.803333333333333
-46.52718739999997,-23.5614925038056,1002.3744075829384,1.6583333333333334
-46.52718739999996,-23.559492503805235,1002.3744075829384,2.0683333333333334
-46.52718739999996,-23.557492503804877,1002.3744075829384,2.9099999999999997
-46.52718739999997,-23.55549250380452,1002.3744075829384,3.2133333333333334
-46.52718739999995,-23.553492503804154,1002.3744075829384,3.67
-46.52718739999996,-23.551492503803793,1002.3744075829384,3.9266666666666667
-46.52718739999997,-23.549492503803428,1002.3744075829384,4.676666666666667
-46.52734005211009,-23.54769076310285,1002.3744075829384,4.953333333333333
-46.528041330573004,-23.546338419873138,1002.3744075829384,5.08
-46.5253903159515,-23.5650505425021,1002.3744075829384,4.87
-46.52518739999996,-23.563492503805964,1002.3744075829384,5.908333333333333
-46.52518739999996,-23.5614925038056,1002.3744075829384,7.093333333333334
-46.52518739999996,-23.559492503805238,1002.3744075829384,2.0083333333333333
-46.525187399999965,-23.557492503804877,1002.3744075829384,2.243333333333333
-46.52518739999996,-23.55549250380452,1002.3744075829384,3.8916666666666666
-46.525187399999965,-23.553492503804154,1002.3744075829384,3.5949999999999998
-46.525187399999965,-23.551492503803793,1002.3744075829384,4.4383333333333335
-46.5253405106619,-23.54961670405918,1002.3744075829384,4.15
-46.5258563602175,-23.548206096412237,1002.3744075829384,5.748333333333333
-46.524017065039175,-23.564624844089156,1002.3744075829384,4.46
-46.52349033715081,-23.563322059234615,1002.3744075829384,4.255
-46.52319905451108,-23.56148256364868,1002.3744075829384,7.091666666666667
-46.523187399999955,-23.559492503805238,1002.3744075829384,4.223333333333334
-46.523187399999955,-23.557492503804877,1002.3744075829384,2.73
-46.523187399999955,-23.55549250380452,1002.3744075829384,3.18
-46.523187399999955,-23.553492503804154,1002.3744075829384,4.073333333333333
-46.52324447891912,-23.55156361209585,1002.3744075829384,5.001666666666667
-46.52389091318738,-23.550300817392863,1002.3744075829384,5.335
-46.522035102136634,-23.560914540367808,1002.3744075829384,3.815
-46.52171616362139,-23.559428939520934,1002.3744075829384,3.868333333333333
-46.5213011170841,-23.557341107492036,1002.3744075829384,3.628333333333333
-46.52118739999995,-23.55549250380452,1002.3744075829384,3.9466666666666668
-46.52118739999995,-23.553492503804154,1002.3744075829384,4.076666666666666
-46.52141305154456,-23.552013658749186,1002.3744075829384,4.821666666666667
-46.519569590652154,-23.556845868003972,1002.3744075829384,3.605
-46.51919449374755,-23.55548537995626,1002.3744075829384,4.306666666666667
-46.51931082999106,-23.55364253594808,1002.3744075829384,5.0183333333333335
-46.52002833288867,-23.552403040630725,1002.3744075829384,4.725
-46.51782113673216,-23.55517350886043,1002.3744075829384,4.885000000000001
-46.517991795538265,-23.554216589573375,1002.3744075829384,4.345
